tcp_x,tcp_y,tcp_rz,vision_x,vision_y,vision_angle
-0.10700581453068675,-0.5490091690580258,90.000880301946,1202.4968163942876,1032.147077734021,-91.20382262669676
-0.11601894916618491,-0.5396716297275005,90.00159239845817,1643.1865296901892,579.98776821572,-91.23679214189369
-0.09574661965875424,-0.5551229502981267,89.99895638146552,657.6509045752111,1326.7076516282614,-91.24574273086232
-0.11483276334862412,-0.5533235077340564,90.00130858788101,1585.2667059011173,1240.776126599776,-91.11875765883666
-0.11722464500978567,-0.5602223698696089,89.99769274877302,1699.3035747735105,1575.5523534991034,-91.13918323265348
-0.09527448678303202,-0.5569717751154916,89.99985113068962,632.897029781854,1415.2850376289455,-91.25688821998429
-0.10057208754591915,-0.5482883038786649,90.00100680754733,892.7568876654876,997.7119797379013,-91.19355869499358
-0.09984363906882766,-0.5541959605607591,90.00159162376085,857.19393161182,1282.4968450210154,-91.19633288229255
-0.10972301054946781,-0.5435943901209503,90.00141925323567,1336.0282682699326,769.1913386725432,-91.19687796967538
-0.10972301054946781,-0.5435943901209503,90.00141925323567,1336.0282682699326,769.1913386725432,-91.19687796967538
-0.11574888526055617,-0.5413435468406285,90.00244996491854,1629.5040431890038,660.9237444149659,-91.22607326950119
-0.0984867068887185,-0.5595671113157776,90.00023506421027,790.6179814716456,1542.0043892075405,-91.30022524798684
-0.1167564577697805,-0.5480911271241492,90.00246730776259,1676.6999507237729,987.6805476442347,-91.19441025132328
-0.09908111254360233,-0.5538747016788581,89.99831070018152,818.1849419089783,1267.0336574489909,-91.1974984896639
-0.10885158918059104,-0.5513638378914452,90.00090868013378,1292.463643661288,1145.981948837849,-91.19755072694136
-0.10999403910813577,-0.5515550532387716,89.99954997253607,1348.8802138030792,1155.0791797468785,-91.171466599183
-0.10030538000361261,-0.558239400881447,89.9997880027015,877.4814036318103,1477.4466601371469,-91.29419293337445
-0.10976440608026056,-0.5534999996567118,90.00029387305716,1337.1657930781287,1249.5874779367118,-91.21434110726591
-0.09817429540472887,-0.5488396737131684,90.00103040398339,777.1121796574865,1024.159972661626,-91.28786234712933
-0.10447487527498352,-0.543408366229221,90.00108491883944,1081.4369494483471,761.3505479365324,-91.21392416213861
-0.10132467643585659,-0.5491846925095817,89.99795912536699,927.5499465380348,1041.0249668724346,-91.27393480897992
-0.10761623355408594,-0.5406548416959198,90.00283942945798,1233.7094819205756,628.1156837329877,-91.21749186172423
-0.1180156411016274,-0.5534216412057501,90.00076603291123,1734.5661552437195,1245.7595250497354,-91.04698956574757
-0.09787026041385405,-0.5410259493435394,89.99744333504533,760.7074660001825,647.0483192036553,-91.29881084822003
-0.09787026041385405,-0.5410259493435394,89.99744333504533,760.7074660001825,647.0483192036553,-91.29881084822003
-0.10448939978324583,-0.5449488977256904,89.99927976244552,1080.8488938259031,835.3936130457637,-91.18397856837943
-0.09634876296953371,-0.5480150100716219,90.00002859576374,689.2293074801711,983.4379415004508,-91.31321287235467
-0.10382633801761748,-0.5483639570526045,90.00021292419014,1048.7922888216535,1001.002413661515,-91.2060862690348
-0.09674272244418931,-0.5591942694965522,89.99708166831728,704.2433269956957,1522.506127043228,-91.26999254431517
-0.11581827425222581,-0.5578537612522747,89.99912606129546,1632.2810297326746,1461.343119465172,-91.1760329053257
-0.108406531788392,-0.5543830200500753,90.00334253009858,1270.9407241896827,1292.389014655153,-91.23623665726272
-0.11731312414814249,-0.5469840753775596,90.00008834206167,1704.3584811299122,933.6165765001931,-91.22679794911622
-0.10227329112688266,-0.5476662963555817,90.00100776924855,974.7974766815137,967.1929099361497,-91.22557348026386
-0.10972791964561053,-0.5497691981609985,90.00077640811219,1336.1414579255809,1069.2703229963959,-91.1609284143907
-0.10174733843861174,-0.5418125351575684,90.00141640569046,949.3006449703496,684.5923764204623,-91.2516936370779
-0.10919338690769703,-0.5584705972973859,90.00135793157799,1309.6938546976144,1489.1409157925775,-91.23315317205517
-0.10833041792954923,-0.5492844908767426,89.99883053662604,1266.7970630162258,1045.2443643173592,-91.15580859291222
-0.1014288788880407,-0.5554459582540597,89.99906296560198,932.1648991354467,1343.0858675691977,-91.1660081514127
-0.09941676155154024,-0.5524340525557965,90.00004104875396,836.2478718402971,1197.1015972153978,-91.19066400036807
-0.10126693866774714,-0.5384106607516824,89.9961861401624,924.1959762403455,521.1983352969412,-91.2453097223833
-0.10531216353857537,-0.5546245125167668,89.99898799384087,1120.2053749129607,1303.8623628617954,-91.1826854228498
-0.11580513796742575,-0.5498006028879547,89.99843486475699,1632.1444058337675,1069.7086598705262,-91.15604834695354
-0.10453480530387728,-0.5428268348062478,89.99922710192834,1083.4060856333788,733.7122830532263,-91.18206295602207
-0.11234083519290941,-0.5596383000344404,89.9990337357077,1463.3490433914328,1547.0360834697124,-91.18630134327853
-0.09705708338553942,-0.5546749560651046,89.99831199717914,720.5900725860149,1304.5277316475551,-91.17545372253902
-0.10574383599853948,-0.549785550608355,89.99989098674527,1141.1579869419097,1069.6062413711545,-91.16408470164005
-0.09616289833236713,-0.5529169519499318,90.00429194623295,678.5900312121457,1220.024396752681,-91.29203122151148
-0.10159023914067151,-0.560421275174898,89.99977533184459,939.7817749539395,1582.9579765904411,-91.29115534437666
-0.1147600886442994,-0.5524380451533507,90.00021751781343,1580.3813381132566,1198.1927123853643,-91.13636035752158
-0.10618347734805643,-0.5418045058304417,89.99964853445881,1164.02898832199,684.2641445698225,-91.21997602521813
-0.10761836424940366,-0.5574736066741434,89.9981495894359,1231.8362230160612,1442.0603254119978,-91.20777879510061
-0.11303183421459136,-0.552761227319134,90.00004137517804,1497.0549496352396,1213.5220197225733,-91.20591141143814
